"","X","ID","duration","gender","age","ager","plz","state","urban","edu","res","s5_5t","att_organic","att_glypho","att_pest","att_smallfarm","att_tech","att_fert","awareness","knowledge","imp_aesth","imp_food","imp_water","imp_recr","imp_flood","imp_drought","imp_climate","imp_soc_climate","imp_soc_food","imp_soc_water","imp_soc_flood","imp_soc_drought","imp_per_climate","imp_per_food","imp_per_water","imp_per_flood","imp_per_drought","exp_flood","exp_drought","resp_pol","resp_con","resp_ret","resp_prod","motive_1","motive_2","motive_3","motive_4","motive_5","motive_6","motive_7","motive_8","motive_9","motive_10","motive_11","motive_12","motive_13","motive_14","motive_15","motive_16","motive_17","motive_18","INS","ICS","member","donation","farmer","livestock","no_ag","empl","income","marital","hh_size","childr","sd7","sys_RespNum","sys_ElapsedTime","q1","q2","q3","q4","q5","q6","q7","q8","q9","BLOCK","sys_pagetime_Random1","sys_pagetime_Random2","sys_pagetime_Random3","sys_pagetime_Random4","sys_pagetime_Fixed1","sys_pagetime_Random5","sys_pagetime_Random6","sys_pagetime_Random7","sys_pagetime_Random8"
"848",848,848,1473,1,20,2,"73230","bw",1,"realschule","rented_flat"," ",5,5,5,5,3,5,2,2,4,4,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,0,0,4,4,4,5,2,3,3,4,3,3,4,4,4,3,5,4,5,2,5,4,4,5,4,3,0,0,0,0,1,"unemployed","2500_3500","single",3,1,NA,1002,437,2,2,1,2,1,2,2,1,2,12,123,20,16,16,24,18,20,24,38
"849",849,849,529,1,51,5,"71638","bw",1,"realschule","rented_house"," ",4,4,4,5,0,5,2,2,5,4,5,5,5,4,4,4,5,5,5,4,4,4,5,4,4,0,0,3,3,3,3,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,7,7,0,1,0,0,1,"fulltime","5000_above","partnership",5,3,NA,337,126,1,2,1,2,1,2,2,2,2,7,25,11,14,9,11,12,8,14,7
"850",850,850,612,0,33,3,"99427","th",1,"hauptschule","rented_flat"," ",5,4,3,5,5,3,3,3,4,4,5,5,4,4,4,3,4,5,5,4,3,4,5,3,4,0,0,3,4,3,3,3,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,4,6,2,0,0,0,0,1,"retired","below_1000","single",1,NA,NA,1051,135,2,2,2,2,2,2,2,2,2,1,34,37,5,8,8,8,7,7,11
"851",851,851,941,0,46,4,"40593","nw",1,"university","own_flat"," ",5,5,5,4,5,4,4,3,4,5,5,4,5,5,5,5,4,5,4,5,5,5,5,3,5,0,3,5,5,4,4,2,2,2,2,3,3,4,4,4,2,4,4,5,2,5,2,5,4,6,3,1,1,0,0,1,"fulltime","3500_5000","single",1,NA,NA,1315,325,1,2,1,2,1,1,1,2,2,25,56,37,16,19,19,15,18,27,19
"852",852,852,417,0,42,4,"83395","ba",1,"hauptschule","rented_flat"," ",5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,5,5,5,5,3,2,1,1,1,1,5,5,5,2,5,5,5,1,5,2,5,5,7,7,1,1,0,0,1,"fulltime","3500_5000","partnership",3,2,NA,193,113,2,2,2,1,1,1,2,1,2,13,28,11,6,9,10,8,8,6,7
"853",853,853,1212,1,61,6,"71254","bw",1,"realschule","own_house"," ",3,4,4,4,3,3,3,3,4,4,5,4,4,4,4,5,5,5,5,5,4,4,5,4,4,1,0,4,3,4,3,0,4,3,0,0,0,3,3,0,2,3,4,3,3,4,0,4,4,4,4,0,0,0,0,1,"retired","1500_2000","partnership",2,1,NA,732,316,1,2,2,1,1,1,2,1,2,12,34,25,23,12,14,19,14,21,19
"854",854,854,657,0,45,4,"48282","nw",1,"realschule","own_house"," ",5,5,5,4,4,5,4,3,3,4,5,4,4,4,4,4,4,5,4,5,5,4,5,4,4,1,0,4,5,4,4,2,4,3,3,3,2,4,3,4,1,3,4,4,2,4,4,4,5,4,3,0,0,0,0,1,"fulltime","2500_3500","married",4,3,NA,298,169,2,1,2,2,1,2,2,2,2,28,29,14,22,18,14,9,11,15,8
"856",856,856,705,1,56,5,"61200","he",0,"abitur","own_house"," ",5,5,5,3,1,5,4,4,5,5,5,1,1,1,1,1,5,5,1,1,1,5,5,1,1,0,0,5,1,1,1,5,5,5,1,1,1,1,1,1,3,1,1,1,3,2,1,1,3,5,1,0,0,0,0,1,"fulltime","5000_above","married",2,1,NA,1424,152,3,3,3,3,3,3,3,3,3,14,37,16,11,9,13,8,8,6,5
"857",857,857,848,1,67,6,"63619","he",0,"university","rented_flat"," ",5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,3,4,2,3,5,2,3,5,5,2,4,2,2,3,5,5,4,5,7,6,0,0,1,0,0,"retired","2500_3500","married",2,1,NA,1299,316,2,2,1,1,2,1,2,1,2,9,68,42,21,16,45,13,19,13,17
"858",858,858,637,0,28,2,"70619","bw",1,"abitur","own_flat"," ",4,0,4,2,5,4,2,1,2,3,5,2,3,4,4,4,3,4,4,5,5,4,3,2,4,3,0,5,4,3,3,1,1,1,3,2,1,3,0,3,2,4,4,3,3,4,4,4,4,4,3,0,0,0,0,1,"fulltime","3500_5000","partnership",2,1,NA,1248,196,2,2,1,2,1,1,2,1,2,18,37,25,27,10,12,14,13,22,19
"859",859,859,945,0,39,3,"14532","bb",1,"realschule","rented_flat"," ",5,5,5,5,3,3,5,3,3,5,5,3,3,5,4,4,5,5,3,3,4,5,5,3,3,0,0,5,5,5,4,1,3,3,2,3,2,4,4,3,1,3,4,4,2,4,2,4,5,6,3,0,0,0,0,1,"fulltime","2000_2500","partnership",3,2,NA,1032,190,2,2,1,2,2,2,2,2,1,12,38,9,10,13,8,9,6,20,17
"860",860,860,652,1,55,5,"33613","nw",1,"university","own_house"," ",5,1,2,5,5,3,3,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,5,3,1,3,3,2,4,2,4,5,4,1,4,4,5,4,5,4,4,5,4,4,0,0,0,0,1,"fulltime","1500_2000","married",5,2,NA,1369,194,2,1,2,1,1,1,2,1,1,19,34,21,20,18,37,13,10,11,6
"861",861,861,681,1,38,3,"31515","ni",1,"realschule","rented_house"," ",5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,4,4,3,5,5,5,2,4,5,3,5,5,5,3,5,7,6,0,0,0,0,1,"housewife_man","2500_3500","married",4,3,NA,5,227,2,2,2,2,1,2,1,2,1,5,49,25,26,22,27,11,13,11,5
"862",862,862,534,1,27,2,"23683","sh",0,"fachabitur","rented_flat"," ",1,1,1,2,5,3,3,2,3,4,5,3,4,4,4,2,5,3,2,2,4,4,4,4,4,3,0,4,3,4,4,3,2,4,4,4,2,2,3,5,4,3,3,2,3,3,3,4,4,6,1,0,0,0,0,1,"fulltime","2000_2500","single",1,NA,NA,7,125,3,2,3,2,1,3,2,2,2,7,35,11,20,11,7,11,6,9,8
"863",863,863,645,0,54,5,"12681","be",1,"realschule","rented_flat"," ",5,5,5,5,0,5,3,2,3,5,5,4,4,4,4,5,5,5,4,4,5,5,5,4,4,0,0,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,0,0,0,0,1,"fulltime","2000_2500","married",2,1,NA,1003,229,1,1,1,2,1,2,2,2,1,13,59,8,26,19,16,14,22,19,17
"864",864,864,640,0,30,3,"75378","bw",1,"fachabitur","rented_flat"," ",5,4,5,5,3,4,3,3,4,4,5,5,4,5,5,5,5,5,5,5,5,4,5,3,5,3,3,5,5,5,5,3,3,3,1,3,3,3,5,4,2,3,3,3,1,5,3,5,5,6,4,0,0,1,0,0,"fulltime","2500_3500","partnership",2,1,NA,37,205,1,2,2,2,1,1,2,1,2,7,50,21,25,21,13,13,27,14,6
"865",865,865,754,1,66,6,"01157","sn",1,"polyt_oberschule","rented_flat"," ",5,1,1,4,1,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,3,5,3,3,4,2,5,1,3,1,5,5,5,1,5,5,5,5,5,5,5,5,2,1,0,0,0,0,1,"retired","1500_2000","divorced_widowed",1,NA,NA,229,183,1,1,1,1,1,2,2,1,1,19,33,15,20,12,20,17,10,23,14
"866",866,866,1082,1,43,4,"83734","ba",1,"realschule","own_house"," ",5,5,5,5,5,5,4,2,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,0,0,4,5,4,4,2,2,2,5,1,3,4,4,5,1,4,5,4,2,5,2,5,5,5,4,0,0,0,0,1,"parttime","1500_2000","single",3,3,NA,801,160,2,1,1,2,1,2,2,2,2,21,48,13,10,10,13,14,14,13,8
"867",867,867,569,1,37,3,"86153","ba",1,"realschule","rented_flat"," ",5,5,5,5,3,5,5,5,2,5,5,5,4,5,5,4,4,5,5,5,5,4,5,5,5,0,2,5,4,4,5,4,5,3,5,5,4,4,4,5,4,2,5,4,3,5,4,4,4,7,3,1,0,0,0,1,"housewife_man","1000_1500","single",2,1,NA,1197,210,2,2,1,2,1,1,1,2,2,27,58,59,7,8,20,6,5,7,8
"868",868,868,661,0,62,6,"31134","ni",1,"realschule","own_flat"," ",5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,3,1,3,2,2,1,5,5,4,3,4,5,5,1,5,1,5,5,6,5,0,1,1,1,0,"retired","2000_2500","single",1,NA,NA,352,260,2,1,1,2,1,1,2,2,1,22,66,29,44,22,21,14,17,13,10
"869",869,869,449,0,54,5,"83128","ba",1,"hauptschule","own_house"," ",4,5,5,5,3,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,3,5,1,0,0,3,5,5,4,5,5,5,3,5,2,5,4,6,4,0,0,0,0,1,"parttime","3500_5000","married",4,1,NA,15,113,1,1,1,1,1,1,1,1,1,15,23,9,8,14,7,5,10,8,8
"870",870,870,436,1,65,6,"74223","bw",1,"hauptschule","rented_flat"," ",4,0,0,5,3,2,2,2,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,2,2,0,0,3,3,3,3,2,3,2,5,4,0,0,3,3,0,2,3,3,3,3,3,0,4,5,3,1,1,0,0,1,"retired","2500_3500","married",2,1,NA,198,89,1,2,3,1,1,3,3,3,3,18,22,10,7,6,4,6,8,6,4
"871",871,871,864,1,68,6,"09669","sn",0,"realschule","rented_flat"," ",3,3,2,3,3,3,3,3,4,5,5,4,5,4,4,4,5,5,5,5,4,4,4,4,4,2,0,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,0,3,2,4,3,3,4,1,2,0,0,0,0,1,"retired","2500_3500","married",2,1,NA,305,228,1,2,2,2,1,3,2,1,2,5,103,19,11,8,10,19,16,14,8
"872",872,872,495,1,66,6,"69168","bw",1,"realschule","own_house"," ",3,5,5,2,3,5,4,3,3,5,5,4,5,5,4,4,5,5,5,5,4,5,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4,0,0,0,0,1,"retired","below_1000","married",2,1,NA,643,153,2,1,2,1,2,1,1,1,2,13,43,15,17,11,9,10,8,14,7
"873",873,873,2001,1,49,4,"33649","nw",1,"university","own_house"," ",5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,1,2,1,1,1,0,5,4,4,1,5,4,4,1,5,3,5,5,7,2,0,0,0,0,1,"housewife_man","5000_above","married",3,2,NA,1344,73,3,3,3,3,3,3,3,3,3,24,25,3,4,3,3,3,3,3,13
"874",874,874,1053,1,42,4,"72221","bw",1,"realschule","own_house"," ",3,5,5,5,3,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,3,3,5,5,3,3,5,5,3,5,5,5,4,5,5,2,0,0,0,0,1,"parttime","2000_2500","married",4,3,NA,1250,235,2,2,1,2,1,1,1,1,2,20,44,29,43,16,19,18,16,22,14
"875",875,875,1283,1,39,3,"07545","th",1,"realschule","rented_flat"," ",5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,1,0,5,3,1,4,5,3,4,1,5,5,3,3,5,3,4,5,4,4,0,0,0,0,1,"fulltime","2500_3500","married",4,3,NA,224,284,2,1,1,2,1,1,1,2,1,14,94,33,18,32,24,18,18,18,13
"876",876,876,1348,1,55,5,"81375","ba",1,"realschule","rented_flat"," ",3,5,3,5,3,4,3,3,3,4,5,4,5,5,4,4,5,5,5,5,4,4,5,4,5,0,0,4,2,3,3,5,2,2,1,1,5,2,5,5,3,1,2,1,2,4,3,3,5,6,1,0,0,0,0,1,"parttime","1000_1500","divorced_widowed",2,1,NA,385,295,2,1,2,2,1,1,2,2,2,25,94,29,17,17,25,15,12,43,18
"877",877,877,395,1,49,4,"75175","bw",1,"abitur","own_flat"," ",3,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,0,0,0,0,1,"retired","3500_5000","partnership",3,2,NA,1244,122,1,2,1,2,1,2,1,2,1,14,22,9,6,17,9,15,7,17,7
"878",878,878,1579,1,44,4,"78247","bw",0,"university","own_house"," ",4,3,3,4,0,3,2,2,3,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,3,0,0,3,4,3,4,2,4,4,4,4,1,2,4,0,2,4,1,2,2,2,3,2,3,3,2,0,0,0,0,1,"fulltime","2500_3500","single",1,NA,NA,1623,223,2,2,3,3,1,3,3,3,3,3,92,15,17,12,7,7,8,18,8
"879",879,879,843,1,51,5,"94107","ba",1,"fachabitur","own_house"," ",5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,2,3,1,2,1,3,2,5,3,5,1,5,5,5,1,5,2,4,5,7,6,1,1,1,1,0,"fulltime","5000_above","married",4,3,NA,1316,241,1,2,2,1,2,2,2,2,1,26,26,37,16,6,12,11,13,36,11
"880",880,880,695,0,52,5,"76829","rp",1,"realschule","rented_flat"," ",4,5,4,4,4,4,3,2,4,4,5,5,4,4,4,4,4,5,4,4,4,4,5,4,4,0,0,4,3,5,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,2,3,5,6,4,0,0,0,0,1,"fulltime","2500_3500","married",2,1,NA,853,192,1,2,2,2,1,1,2,2,1,13,41,18,16,11,10,8,8,14,7
"881",881,881,519,0,27,2,"22523","hh",1,"fachabitur","own_house"," ",4,4,4,3,4,4,4,2,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,3,3,3,2,3,1,1,2,3,4,4,4,3,3,4,4,2,5,2,5,5,7,7,1,1,1,0,0,"fulltime","2500_3500","single",4,1,NA,1287,115,1,2,1,1,1,1,2,2,2,27,37,15,18,9,5,6,9,5,4
"882",882,882,707,0,43,4,"99441","th",1,"realschule","rented_flat"," ",3,2,4,5,5,4,3,3,3,3,5,4,3,5,4,4,3,5,4,5,4,3,5,2,5,2,0,4,3,3,2,4,3,3,2,5,2,5,4,2,3,5,4,5,5,3,4,2,2,4,5,0,1,1,0,0,"fulltime","2000_2500","single",1,NA,NA,47,201,1,2,1,1,1,1,1,2,1,17,44,22,20,17,19,21,18,12,13
"883",883,883,551,1,34,3,"79777","bw",0,"abitur","rented_house"," ",5,5,5,5,4,5,4,4,4,3,5,3,5,5,4,4,4,5,5,5,4,4,5,4,5,0,3,4,3,3,4,4,4,5,5,4,3,3,4,4,3,5,4,5,3,4,4,5,4,3,4,0,0,0,0,1,"parttime","3500_5000","partnership",3,2,NA,1430,80,2,2,1,2,2,1,2,2,2,20,14,10,6,6,6,8,5,5,9
"884",884,884,925,1,59,5,"57578","rp",1,"university","rented_house"," ",5,5,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,1,2,1,1,3,2,5,5,5,3,5,5,5,3,5,3,5,5,5,5,0,1,0,0,1,"fulltime","3500_5000","partnership",2,1,NA,892,308,2,2,1,2,1,1,2,1,1,22,66,33,32,13,11,18,30,25,10
"885",885,885,769,1,55,5,"89611","bw",1,"realschule","rented_house"," ",5,5,5,5,5,5,5,2,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,4,5,5,5,2,3,3,2,2,3,4,5,5,2,5,5,3,2,5,3,5,5,7,2,0,0,0,0,1,"housewife_man","2500_3500","married",2,1,NA,207,294,2,1,1,1,2,2,2,2,1,27,80,34,22,25,14,23,9,14,16
"886",886,886,430,1,51,5,"88316","bw",0,"university","own_house"," ",5,5,4,4,4,4,3,2,2,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,3,1,2,3,3,3,3,4,5,4,3,4,5,4,2,5,3,5,4,4,3,0,1,0,0,1,"parttime","2000_2500","married",2,1,NA,1648,127,2,1,1,2,1,2,2,2,2,28,39,10,13,6,6,4,10,10,9
"887",887,887,965,0,61,6,"40883","nw",1,"realschule","rented_flat"," ",5,4,2,5,5,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,0,5,5,4,4,2,2,2,4,3,2,4,4,5,3,5,5,3,4,4,4,3,4,5,3,0,0,0,0,1,"fulltime","2500_3500","divorced_widowed",1,NA,NA,678,267,1,2,1,1,1,1,1,1,2,18,67,29,16,20,12,20,14,28,19
"888",888,888,1051,0,28,2,"51103","nw",1,"fachabitur","rented_flat"," ",3,5,5,5,5,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,3,5,5,5,3,1,1,1,1,1,1,5,5,5,3,5,5,5,3,5,3,5,5,7,5,0,0,0,0,1,"fulltime","1500_2000","single",1,NA,NA,1283,244,2,2,2,2,2,2,2,1,2,23,45,14,39,14,14,7,7,26,11
"889",889,889,819,0,48,4,"65934","he",1,"realschule","rented_flat"," ",5,5,5,5,5,5,4,3,5,5,5,4,4,4,5,5,5,5,4,5,5,5,5,4,4,0,3,5,5,3,5,2,4,5,4,4,2,3,5,5,1,4,5,4,5,5,3,4,5,3,3,0,0,1,0,0,"fulltime","2000_2500","partnership",2,1,NA,356,163,1,2,1,1,2,1,1,1,1,26,30,16,22,9,8,7,33,8,15
"890",890,890,449,0,41,4,"49525","nw",0,"abitur","rented_flat"," ",5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,3,3,1,2,2,4,5,5,5,0,1,5,2,3,5,5,5,5,5,5,4,5,5,5,7,7,1,1,1,1,0,"fulltime","3500_5000","married",3,2,NA,1517,39,1,2,1,1,3,1,2,1,1,17,6,4,2,3,8,2,2,2,2
"891",891,891,659,0,48,4,"01814","sn",1,"realschule","rented_flat"," ",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,0,0,0,1,"fulltime","below_1000","divorced_widowed",1,NA,NA,561,140,2,1,2,2,1,3,2,2,3,21,33,15,11,5,13,6,11,17,4
"892",892,892,701,1,34,3,"56751","rp",1,"university","rented_flat"," ",3,5,5,4,5,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,4,4,4,4,4,4,4,2,3,3,4,3,4,2,4,4,4,4,4,4,4,4,5,4,0,0,0,0,1,"housewife_man","1500_2000","partnership",3,2,NA,1540,223,2,2,2,2,1,2,2,1,2,10,48,14,30,26,29,10,10,12,14
"893",893,893,473,0,32,3,"65183","he",1,"hauptschule","rented_flat"," ",5,5,4,5,3,4,3,2,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,0,0,5,4,4,4,2,3,4,3,3,3,3,3,4,2,4,4,4,3,4,3,4,3,3,3,0,0,0,0,1,"fulltime","1500_2000","single",1,NA,NA,1004,128,1,2,2,2,1,2,2,2,1,14,42,14,10,9,10,8,7,8,9
"894",894,894,849,1,33,3,"99087","th",1,"realschule","rented_flat"," ",4,4,4,5,0,3,4,3,5,4,5,5,5,5,3,4,5,5,5,5,4,5,5,5,5,1,0,5,4,3,2,4,5,4,4,3,3,3,5,5,2,2,2,1,4,5,4,4,5,7,1,0,0,0,0,1,"parttime","below_1000","single",1,NA,NA,1042,227,2,2,1,2,1,1,2,2,2,22,72,37,18,13,10,12,10,10,22
"895",895,895,590,1,53,5,"84104","ba",1,"realschule","rented_house"," ",5,5,5,5,3,5,3,3,3,4,5,4,3,3,3,4,4,5,5,4,4,5,5,4,4,0,0,4,2,3,1,5,3,3,3,1,3,3,5,3,5,3,3,3,3,4,3,5,5,4,5,0,0,0,0,1,"retired","below_1000","married",2,1,NA,85,114,1,2,2,1,3,1,2,2,1,25,30,4,11,6,12,5,6,9,3
"896",896,896,564,0,55,5,"53225","nw",1,"polyt_oberschule","rented_flat"," ",4,5,5,5,5,5,1,1,4,5,5,5,5,5,4,4,5,5,5,5,4,4,5,4,4,0,0,4,4,4,4,1,4,4,4,4,2,2,4,2,2,2,3,2,3,5,1,4,5,2,1,0,0,0,0,1,"fulltime","below_1000","single",1,NA,NA,1037,158,2,3,3,2,1,1,1,3,1,17,27,11,8,13,12,11,10,12,9
"897",897,897,654,1,68,6,"33100","nw",1,"hauptschule","own_house"," ",5,4,4,5,5,5,3,2,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,0,0,4,3,4,5,3,5,5,4,3,3,0,4,5,3,3,4,3,2,5,3,0,5,4,4,0,0,0,0,1,"retired","2000_2500","married",2,1,NA,1039,235,3,1,3,3,1,1,2,1,2,19,43,16,31,27,15,13,14,22,17
"898",898,898,1065,0,60,6,"39264","st",1,"realschule","own_house"," ",4,4,4,5,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,0,3,4,3,5,4,3,3,4,3,3,3,2,5,5,3,4,5,3,3,5,3,4,5,5,4,0,0,0,0,1,"retired","2000_2500","married",2,1,NA,482,349,1,2,2,2,1,2,1,1,2,2,46,35,57,24,28,19,35,31,47
"899",899,899,1050,1,19,2,"41460","nw",1,"abitur","own_house"," ",3,4,4,3,5,4,3,2,2,5,5,4,3,3,5,5,5,5,3,3,5,5,5,2,3,3,2,5,4,4,3,1,3,4,2,4,2,4,3,3,2,4,4,3,3,3,3,4,4,3,2,0,0,0,0,1,"student","3500_5000","partnership",2,1,NA,1462,289,1,2,2,2,1,1,2,1,1,22,42,60,18,14,8,90,10,17,11
"900",900,900,420,0,32,3,"95138","ba",1,"realschule","own_house"," ",5,5,5,5,1,3,2,3,5,4,5,3,2,5,5,5,5,5,3,4,5,5,5,1,2,0,0,5,4,5,5,1,4,5,5,4,2,1,5,5,3,1,1,1,3,2,1,2,5,3,1,0,0,0,0,1,"fulltime","1500_2000","single",1,NA,NA,1446,77,1,3,3,3,1,3,3,3,3,6,27,7,4,3,5,3,2,8,2
"901",901,901,615,1,54,5,"35713","he",1,"realschule","own_house"," ",5,5,5,5,5,5,5,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,4,4,3,2,3,5,3,0,3,0,4,4,2,4,4,3,1,4,2,4,5,7,2,0,1,0,0,1,"housewife_man","2000_2500","married",2,1,NA,742,124,1,1,1,1,2,1,2,2,1,22,30,11,20,5,7,12,9,11,9
"902",902,902,1365,1,56,5,"38820","st",0,"university","own_house"," ",4,4,4,4,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,4,4,4,4,2,5,3,2,3,4,4,4,4,3,5,5,4,4,4,3,5,5,7,7,0,0,0,0,1,"fulltime","2000_2500","married",2,1,NA,1560,145,2,1,1,3,1,1,1,2,2,30,30,10,6,7,6,46,5,6,6
"903",903,903,1684,0,28,2,"09126","sn",1,"university","rented_flat"," ",5,4,5,4,4,4,4,3,2,5,5,3,3,4,4,5,5,5,3,4,5,5,5,3,4,2,0,5,4,5,4,2,2,3,2,3,4,3,4,4,4,3,4,3,3,4,4,5,5,3,4,0,0,0,0,1,"fulltime","2000_2500","partnership",2,1,NA,1453,115,2,2,1,2,1,1,2,2,2,13,26,18,9,9,9,8,8,11,9
"904",904,904,610,0,26,2,"66780","sl",0,"realschule","rented_flat"," ",5,4,3,3,4,3,3,2,3,5,5,3,5,5,4,5,5,5,5,5,4,4,4,4,4,0,0,4,5,5,4,1,3,3,2,2,3,5,3,3,2,3,3,5,1,5,5,5,5,5,2,0,0,0,0,1,"fulltime","2500_3500","partnership",2,1,NA,915,154,1,1,1,1,1,2,1,2,2,15,52,15,6,15,13,15,8,10,11
"905",905,905,1256,1,49,4,"13158","be",1,"realschule","rented_flat"," ",5,5,5,5,4,5,5,3,2,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,0,0,5,5,5,5,1,3,2,2,2,1,5,5,5,2,5,5,5,1,5,3,5,5,7,7,0,0,0,0,1,"parttime","2500_3500","partnership",3,2,NA,684,369,2,2,2,2,1,2,1,1,2,24,81,24,24,28,41,14,17,16,23
"906",906,906,1539,1,39,3,"25785","sh",1,"polyt_oberschule","rented_house"," ",4,5,5,5,4,4,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,3,5,5,5,5,5,3,5,3,2,2,3,4,4,3,4,4,2,3,5,4,5,5,6,4,0,0,0,0,1,"unemployed","below_1000","single",1,NA,NA,1011,556,1,1,2,1,2,2,2,1,1,21,46,30,46,276,32,22,18,19,10
"907",907,907,2563,1,70,6,"23774","sh",1,"fachabitur","rented_flat"," ",5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,4,5,4,2,4,3,3,0,5,5,5,1,4,4,4,1,5,3,5,5,7,4,1,1,0,0,1,"parttime","1500_2000","single",1,NA,NA,594,431,2,2,1,2,1,2,2,1,1,24,37,25,13,13,14,11,12,16,31
"908",908,908,665,0,64,6,"29439","ni",1,"hauptschule","own_house"," ",3,5,4,5,3,2,3,3,3,4,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,0,0,3,3,3,4,3,2,3,0,0,2,0,3,2,0,3,2,3,3,3,1,3,4,3,4,0,0,0,0,1,"retired","1500_2000","partnership",2,1,NA,392,214,2,3,2,2,1,2,1,2,1,2,29,29,17,17,41,13,11,19,12
"909",909,909,371,1,56,5,"85256","ba",0,"university","rented_house"," ",4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,0,0,5,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,4,1,1,0,0,1,"fulltime","3500_5000","married",2,1,NA,1643,79,1,2,1,3,3,1,2,3,3,23,19,5,4,5,8,11,3,9,4
"910",910,910,667,1,59,5,"89518","bw",0,"university","rented_flat"," ",5,5,5,3,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,5,4,1,3,3,5,5,3,3,4,4,3,4,4,3,3,3,4,4,5,5,2,0,0,0,0,1,"unemployed","2500_3500","married",2,1,NA,1647,145,2,1,1,2,1,1,1,2,2,27,29,11,11,13,8,9,11,8,7
"911",911,911,664,0,63,6,"38226","ni",1,"hauptschule","rented_flat"," ",5,5,5,5,5,5,5,3,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,3,5,5,5,1,2,1,3,5,2,5,5,5,3,5,5,3,1,5,1,5,5,6,4,0,0,0,0,1,"fulltime","2000_2500","married",2,1,NA,390,203,1,2,2,2,2,2,2,1,2,30,10,21,16,17,20,23,18,14,18
